station_id,external_id,name,short_name,lat,lon,rental_methods,capacity,electric_bike_surcharge_waiver,is_charging,eightd_has_key_dispenser,eightd_station_services,has_kiosk
134,0b1124b9-08f3-11e7-a1cb-3863bb33a4e4,Drolet / Marie-Anne,6075,45.522402573414084,-73.58117669820786,"['CREDITCARD', 'KEY']",23,False,False,False,,True
135,0b112724-08f3-11e7-a1cb-3863bb33a4e4,Bercy / Rachel,6134,45.53840340979245,-73.56196403503418,"['CREDITCARD', 'KEY']",15,False,False,False,,True
136,0b112dc7-08f3-11e7-a1cb-3863bb33a4e4,Larivière / de Lorimier,6132,45.5291345371163,-73.55923354625702,"['CREDITCARD', 'KEY']",35,False,False,False,,True
137,0b112f3f-08f3-11e7-a1cb-3863bb33a4e4,Métro Laurier (Berri / Laurier),6136,45.52809995527671,-73.58843871625139,"['CREDITCARD', 'KEY']",23,False,False,False,,True
138,0b11347f-08f3-11e7-a1cb-3863bb33a4e4,Gauthier / Papineau,6137,45.52966629503036,-73.56733649969101,"['CREDITCARD', 'KEY']",19,False,False,False,,True
139,0b1135f2-08f3-11e7-a1cb-3863bb33a4e4,Gauthier / de Lorimier,6138,45.53166363055749,-73.56536373496056,"['CREDITCARD', 'KEY']",15,False,False,False,,True
140,0b113d5d-08f3-11e7-a1cb-3863bb33a4e4,Gauthier / Parthenais,6139,45.53292625574653,-73.56377989053726,"['CREDITCARD', 'KEY']",15,False,False,False,,True
141,0b1142a8-08f3-11e7-a1cb-3863bb33a4e4,Marquette / Rachel,6140,45.52983801723605,-73.5703244805336,"['CREDITCARD', 'KEY']",15,False,False,False,,True
142,0b1147d6-08f3-11e7-a1cb-3863bb33a4e4,des Érables / Rachel,6141,45.533313304815366,-73.56671154499054,"['CREDITCARD', 'KEY']",19,False,False,False,,True
143,0b114d1c-08f3-11e7-a1cb-3863bb33a4e4,Calixa-Lavallée / Rachel,6142,45.527831544563064,-73.5719096660614,"['CREDITCARD', 'KEY']",30,False,False,False,,True
144,0b115254-08f3-11e7-a1cb-3863bb33a4e4,Rachel / de Brébeuf,6143,45.52689,-73.57264,"['CREDITCARD', 'KEY']",29,False,False,False,,True
145,0b1159ca-08f3-11e7-a1cb-3863bb33a4e4,du Parc-La Fontaine / Duluth,6145,45.52451761488783,-73.57197672128677,"['CREDITCARD', 'KEY']",23,False,False,False,,True
146,0b115f14-08f3-11e7-a1cb-3863bb33a4e4,du Parc-La Fontaine / Roy,6146,45.52286653749578,-73.56837719678879,"['CREDITCARD', 'KEY']",23,False,False,False,,True
147,0b116d41-08f3-11e7-a1cb-3863bb33a4e4,Calixa-Lavallée / Sherbrooke,6147,45.52479,-73.56545,"['CREDITCARD', 'KEY']",23,False,False,False,,True
148,0b116ed6-08f3-11e7-a1cb-3863bb33a4e4,Émile-Duployé / Sherbrooke,6148,45.52733971427933,-73.56485076248646,"['CREDITCARD', 'KEY']",27,False,False,False,,True
149,0b116ff4-08f3-11e7-a1cb-3863bb33a4e4,Chapleau / du Mont-Royal,6149,45.53867,-73.56936,"['CREDITCARD', 'KEY']",11,False,False,False,,True
150,0b117115-08f3-11e7-a1cb-3863bb33a4e4,Messier / du Mont-Royal,6150,45.53711414,-73.5710031,"['CREDITCARD', 'KEY']",19,False,False,False,,True
